Order ID,Order Date,Region,Category,Product Name,Sales
CA-2018-118136,16-09-2018,West,Office Supplies,Newell 330,5.98
CA-2018-132976,13-10-2018,East,Office Supplies,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",11.648
CA-2018-132976,13-10-2018,East,Office Supplies,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.176
CA-2018-132976,13-10-2018,East,Office Supplies,Eldon Simplefile Box Office,59.712
CA-2018-132976,13-10-2018,East,Office Supplies,Avery 489,24.84
US-2016-161991,26-09-2016,Central,Office Supplies,Round Ring Binders,2.08
US-2016-161991,26-09-2016,Central,Technology,Bose SoundLink Bluetooth Speaker,1114.4
CA-2016-130890,02-11-2016,West,Furniture,"Bevis Round Bullnose 29"" High Table Top",1038.84
CA-2016-130883,26-09-2016,West,Office Supplies,Easy-staple paper,141.76
CA-2016-130883,26-09-2016,West,Technology,Microsoft Arc Touch Mouse,239.8
CA-2016-130883,26-09-2016,West,Office Supplies,Xerox 216,31.104
CA-2017-112697,18-12-2017,South,Office Supplies,GBC VeloBinder Electric Binding Machine,254.058
CA-2017-112697,18-12-2017,South,Office Supplies,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528
CA-2017-112697,18-12-2017,South,Office Supplies,Premier Automatic Letter Opener,961.48
CA-2017-110772,20-11-2017,East,Office Supplies,Advantus SlideClip Paper Clips,19.096
CA-2017-110772,20-11-2017,East,Office Supplies,Avery 512,18.496
CA-2017-110772,20-11-2017,East,Technology,Logitech Wireless Gaming Headset G930,255.984
CA-2017-110772,20-11-2017,East,Furniture,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97
CA-2015-111451,26-12-2015,West,Furniture,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416
CA-2015-111451,26-12-2015,West,Furniture,Global Deluxe Office Fabric Chairs,230.352
CA-2015-111451,26-12-2015,West,Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352
CA-2015-111451,26-12-2015,West,Office Supplies,Ibico Laser Imprintable Binding System Covers,78.6
CA-2015-111451,26-12-2015,West,Office Supplies,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552
CA-2017-142545,28-10-2017,East,Office Supplies,Xerox 223,32.4
CA-2017-142545,28-10-2017,East,Office Supplies,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48
CA-2017-142545,28-10-2017,East,Office Supplies,Xerox 1939,56.91
CA-2017-142545,28-10-2017,East,Furniture,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6
CA-2017-142545,28-10-2017,East,Office Supplies,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28
US-2018-152380,19-11-2018,Central,Furniture,BPI Conference Tables,219.075
CA-2016-144253,04-05-2016,East,Furniture,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8
CA-2015-130960,30-12-2015,Central,Office Supplies,Newell 350,9.84
CA-2015-111003,01-06-2015,East,Office Supplies,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48
CA-2015-111003,01-06-2015,East,Office Supplies,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2
CA-2018-126774,15-04-2018,South,Office Supplies,Faber Castell Col-Erase Pencils,4.89
CA-2017-142902,12-09-2017,West,Furniture,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136
CA-2017-142902,12-09-2017,West,Furniture,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768
CA-2017-142902,12-09-2017,West,Furniture,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232
CA-2017-142902,12-09-2017,West,Office Supplies,Avery 509,6.264
CA-2015-120887,27-09-2015,East,Furniture,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54
CA-2015-167850,09-08-2015,South,Technology,AT&T 1070 Corded Phone,178.384
CA-2015-167850,09-08-2015,South,Office Supplies,Xerox 21,15.552
CA-2015-164259,28-12-2015,East,Office Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",99.136
CA-2015-164973,04-11-2015,East,Furniture,DMI Arturo Collection Mission-style Design Wood Chair,135.882
CA-2015-164973,04-11-2015,East,Technology,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98
CA-2015-164973,04-11-2015,East,Technology,Panasonic Kx-TS550,275.94
CA-2015-164973,04-11-2015,East,Technology,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360
CA-2015-164973,04-11-2015,East,Office Supplies,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57
CA-2015-156601,19-09-2015,West,Office Supplies,OIC Binder Clips,7.16
CA-2017-162138,23-04-2017,West,Office Supplies,Ibico Laser Imprintable Binding System Covers,251.52
CA-2017-162138,23-04-2017,West,Technology,Logitech Wireless Headset h800,99.99
CA-2018-153339,03-11-2018,South,Furniture,Telescoping Adjustable Floor Lamp,15.992
US-2017-141544,30-08-2017,East,Technology,Aastra 57i VoIP phone,290.898
US-2017-141544,30-08-2017,East,Office Supplies,"File Shuttle II and Handi-File, Black",54.224
US-2017-141544,30-08-2017,East,Furniture,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744
US-2017-141544,30-08-2017,East,Office Supplies,Round Specialty Laser Printer Labels,100.24
US-2017-141544,30-08-2017,East,Office Supplies,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764
US-2017-150147,25-04-2017,East,Technology,AT&T 841000 Phone,82.8
US-2017-150147,25-04-2017,East,Office Supplies,Ibico Recycled Grain-Textured Covers,20.724
US-2017-150147,25-04-2017,East,Office Supplies,Wilson Jones Custom Binder Spines & Labels,4.896
CA-2016-137946,01-09-2016,West,Office Supplies,Storex Dura Pro Binders,4.752
CA-2016-137946,01-09-2016,West,Technology,Hewlett Packard LaserJet 3310 Copier,959.984
CA-2016-137946,01-09-2016,West,Office Supplies,Avery Non-Stick Binders,14.368
CA-2015-129924,12-07-2015,West,Office Supplies,Tuff Stuff Recycled Round Ring Binders,7.712
CA-2015-129924,12-07-2015,West,Furniture,Hon 5100 Series Wood Tables,698.352
CA-2016-128167,22-06-2016,West,Office Supplies,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96
CA-2015-122336,13-04-2015,East,Office Supplies,Newell 314,17.856
CA-2015-122336,13-04-2015,East,Office Supplies,Fellowes PB200 Plastic Comb Binding Machine,509.97
CA-2015-122336,13-04-2015,East,Office Supplies,Staples,30.992
CA-2015-122336,13-04-2015,East,Technology,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.928
US-2016-120712,20-12-2016,Central,Office Supplies,Fellowes Super Stor/Drawer,88.8
CA-2018-169901,15-06-2018,West,Technology,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976
CA-2018-134306,08-07-2018,East,Office Supplies,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56
CA-2018-134306,08-07-2018,East,Office Supplies,Easy-staple paper,24.56
CA-2018-134306,08-07-2018,East,Office Supplies,"BIC Brite Liner Highlighters, Chisel Tip",12.96
CA-2017-129714,01-09-2017,East,Technology,Sabrent 4-Port USB 2.0 Hub,6.79
CA-2017-129714,01-09-2017,East,Office Supplies,Xerox 1881,24.56
CA-2017-129714,01-09-2017,East,Office Supplies,Acco Hanging Data Binders,3.048
CA-2017-129714,01-09-2017,East,Office Supplies,Xerox 1881,49.12
CA-2017-129714,01-09-2017,East,Office Supplies,GBC DocuBind P400 Electric Binding System,4355.168
CA-2017-138520,08-04-2017,East,Furniture,Sauder Barrister Bookcases,388.704
CA-2017-138520,08-04-2017,East,Office Supplies,"#10 Gummed Flap White Envelopes, 100/Box",8.26
CA-2017-138520,08-04-2017,East,Office Supplies,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04
CA-2017-138520,08-04-2017,East,Office Supplies,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.4
CA-2017-130001,23-04-2017,South,Office Supplies,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24
CA-2018-155698,08-03-2018,South,Office Supplies,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84
CA-2018-155698,08-03-2018,South,Office Supplies,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7
CA-2018-144904,25-09-2018,East,Office Supplies,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7
CA-2018-144904,25-09-2018,East,Furniture,Global Ergonomic Managers Chair,488.646
CA-2018-144904,25-09-2018,East,Office Supplies,Newell 333,5.56
CA-2018-144904,25-09-2018,East,Furniture,Eldon Wave Desk Accessories,47.12
CA-2015-123344,24-09-2015,West,Office Supplies,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96
CA-2017-155516,21-10-2017,East,Office Supplies,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,23.2
CA-2017-155516,21-10-2017,East,Office Supplies,Staple remover,7.36
CA-2017-155516,21-10-2017,East,Office Supplies,Pizazz Global Quick File,104.79
CA-2017-155516,21-10-2017,East,Furniture,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92
CA-2018-104745,29-05-2018,Central,Office Supplies,Xerox 1930,25.92
CA-2018-104745,29-05-2018,Central,Office Supplies,File Shuttle I and Handi-File,53.424
US-2015-119137,23-07-2015,West,Office Supplies,Wilson Jones Custom Binder Spines & Labels,8.16
US-2015-119137,23-07-2015,West,Technology,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.936
US-2015-119137,23-07-2015,West,Office Supplies,Newell 324,9.24
US-2015-119137,23-07-2015,West,Technology,Microsoft Natural Keyboard Elite,479.04
US-2017-134656,28-09-2017,Central,Office Supplies,Xerox 1960,99.136
US-2018-134481,27-08-2018,East,Furniture,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.424
CA-2016-130792,28-04-2016,Central,Office Supplies,Holmes Odor Grabber,8.652
CA-2016-130792,28-04-2016,Central,Office Supplies,Akro-Mils 12-Gallon Tote,23.832
CA-2016-130792,28-04-2016,Central,Office Supplies,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176
CA-2017-134775,28-10-2017,West,Office Supplies,Southworth Structures Collection,50.96
CA-2017-134775,28-10-2017,West,Office Supplies,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536
CA-2016-125395,26-06-2016,Central,Technology,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9
US-2016-168935,27-11-2016,South,Furniture,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575
US-2016-168935,27-11-2016,South,Technology,Logitech Media Keyboard K200,83.976
CA-2016-122756,03-12-2016,East,Technology,Lexmark MarkNet N8150 Wireless Print Server,482.34
CA-2016-122756,03-12-2016,East,Furniture,3M Hangers With Command Adhesive,2.96
CA-2015-115973,24-11-2015,East,Office Supplies,Crayola Colored Pencils,2.624
CA-2018-101798,11-12-2018,East,Office Supplies,"Angle-D Binders with Locking Rings, Label Holders",23.36
CA-2018-101798,11-12-2018,East,Technology,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,39.98
US-2015-135972,21-09-2015,West,Technology,Nortel Meridian M3904 Professional Digital phone,246.384
US-2015-135972,21-09-2015,West,Technology,Canon PC1080F Personal Copier,1799.97
US-2015-134971,07-06-2015,Central,Office Supplies,Wilson Jones Century Plastic Molded Ring Binders,12.462
CA-2018-102946,30-06-2018,West,Office Supplies,Tuf-Vin Binders,75.792
CA-2018-165603,17-10-2018,East,Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,49.96
CA-2018-165603,17-10-2018,East,Office Supplies,Xerox 1958,12.96
CA-2016-122259,31-10-2016,Central,Office Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12
CA-2017-108987,08-09-2017,Central,Office Supplies,Super Decoflex Portable Personal File,35.952
CA-2017-108987,08-09-2017,Central,Furniture,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656
CA-2017-108987,08-09-2017,Central,Office Supplies,"Contico 72""H Heavy-Duty Storage System",131.136
CA-2017-108987,08-09-2017,Central,Technology,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.584
CA-2015-113166,24-12-2015,South,Office Supplies,Xerox 1974,9.568
CA-2015-155208,16-04-2015,South,Office Supplies,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.072
CA-2018-117933,24-12-2018,East,Office Supplies,Staple holder,35.91
CA-2018-117457,08-12-2018,West,Technology,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95
CA-2018-117457,08-12-2018,West,Technology,Sharp AL-1530CS Digital Copier,1199.976
CA-2018-117457,08-12-2018,West,Office Supplies,"Wirebound Message Book, 4 per Page",27.15
CA-2018-117457,08-12-2018,West,Furniture,"Bevis Round Conference Table Top, X-Base",1004.024
CA-2018-117457,08-12-2018,West,Office Supplies,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68
CA-2018-117457,08-12-2018,West,Office Supplies,Self-Adhesive Removable Labels,28.35
CA-2018-117457,08-12-2018,West,Office Supplies,Xerox 1908,55.98
CA-2018-117457,08-12-2018,West,Furniture,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829
CA-2018-117457,08-12-2018,West,Furniture,Novimex High-Tech Fabric Mesh Task Chair,113.568
CA-2018-142636,03-11-2018,West,Office Supplies,Xerox 191,139.86
CA-2018-142636,03-11-2018,West,Furniture,Global Deluxe Office Fabric Chairs,307.136
CA-2018-122105,24-06-2018,West,Office Supplies,Bulldog Vacuum Base Pencil Sharpener,95.92
CA-2017-148796,14-04-2017,West,Furniture,Bevis Steel Folding Chairs,383.8
CA-2018-154816,06-11-2018,South,Office Supplies,Xerox 1987,5.78
CA-2018-110478,04-03-2018,West,Office Supplies,American Pencil,9.32
CA-2018-110478,04-03-2018,West,Office Supplies,"White Envelopes, White Envelopes with Clear Poly Window",15.25
CA-2015-142048,22-06-2015,West,Technology,KeyTronic 6101 Series - Keyboard - Black,196.752
CA-2018-125388,19-10-2018,East,Furniture,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56
CA-2018-125388,19-10-2018,East,Office Supplies,Crate-A-Files,32.7
CA-2018-155705,21-08-2018,South,Furniture,Hon Multipurpose Stacking Arm Chairs,866.4
CA-2018-149160,23-11-2018,Central,Furniture,Coloredge Poster Frame,28.4
CA-2018-149160,23-11-2018,Central,Office Supplies,GBC VeloBinder Manual Binding System,287.92
CA-2015-101476,12-09-2015,East,Technology,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99
CA-2018-152275,01-10-2018,Central,Office Supplies,Design Ebony Sketching Pencil,6.672
US-2017-123750,15-04-2017,South,Office Supplies,GBC ProClick 150 Presentation Binding System,189.588
US-2017-123750,15-04-2017,South,Technology,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744
US-2017-123750,15-04-2017,South,Technology,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96
US-2017-123750,15-04-2017,South,Office Supplies,Woodgrain Magazine Files by Perma,4.768
CA-2017-127369,06-06-2017,East,Office Supplies,Letter Size Cart,714.3
US-2015-150574,19-12-2015,South,Office Supplies,Insertable Tab Post Binder Dividers,4.812
US-2015-150574,19-12-2015,South,Technology,Belkin QODE FastFit Bluetooth Keyboard,247.8
CA-2017-147375,12-06-2017,Central,Technology,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979
CA-2017-147375,12-06-2017,Central,Office Supplies,Xerox 1908,313.488
CA-2018-130043,15-09-2018,Central,Office Supplies,Xerox 1897,31.872
CA-2018-157252,20-01-2018,East,Furniture,Global Deluxe Steno Chair,207.846
CA-2017-115756,05-09-2017,Central,Furniture,Aluminum Document Frame,12.22
CA-2017-115756,05-09-2017,Central,Office Supplies,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194.94
CA-2017-115756,05-09-2017,Central,Office Supplies,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95
CA-2017-115756,05-09-2017,Central,Office Supplies,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36
CA-2017-115756,05-09-2017,Central,Furniture,Office Star - Ergonomically Designed Knee Chair,242.94
CA-2017-115756,05-09-2017,Central,Office Supplies,Avery 520,22.05
CA-2018-154214,20-03-2018,Central,Furniture,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91
CA-2017-166674,01-04-2017,East,Office Supplies,Newell 345,59.52
CA-2017-166674,01-04-2017,East,Office Supplies,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94
CA-2017-166674,01-04-2017,East,Office Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88
CA-2017-166674,01-04-2017,East,Office Supplies,50 Colored Long Pencils,30.48
CA-2017-166674,01-04-2017,East,Office Supplies,Newell 342,9.84
CA-2017-166674,01-04-2017,East,Technology,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12
CA-2018-147277,20-10-2018,East,Furniture,Chromcraft Rectangular Conference Tables,284.364
CA-2018-147277,20-10-2018,East,Office Supplies,Deluxe Rollaway Locking File with Drawer,665.408
CA-2017-100153,13-12-2017,Central,Technology,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88
US-2015-110674,12-02-2015,West,Furniture,"Global Geo Office Task Chair, Gray",129.568
US-2017-157945,26-09-2017,Central,Furniture,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558
US-2017-157945,26-09-2017,Central,Office Supplies,Staple envelope,8.928
CA-2016-109638,15-12-2016,West,Office Supplies,3M Office Air Cleaner,103.92
CA-2016-109638,15-12-2016,West,Technology,Logitech G700s Rechargeable Gaming Mouse,899.91
CA-2016-109638,15-12-2016,West,Office Supplies,Acco D-Ring Binder w/DublLock,51.312
CA-2017-109869,22-04-2017,West,Furniture,Eldon Wave Desk Accessories,23.56
CA-2017-109869,22-04-2017,West,Furniture,Bush Advantage Collection Racetrack Conference Table,1272.63
CA-2017-109869,22-04-2017,West,Office Supplies,Poly Designer Cover & Back,28.485
CA-2017-109869,22-04-2017,West,Office Supplies,Premier Electric Letter Opener,185.376
CA-2017-109869,22-04-2017,West,Office Supplies,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272
US-2016-101399,17-01-2016,Central,Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744
CA-2018-154907,31-03-2018,Central,Furniture,Bush Mission Pointe Library,205.3328
US-2017-100419,16-12-2017,Central,Office Supplies,Cardinal Hold-It CD Pocket,4.788
CA-2016-154144,20-12-2016,East,Office Supplies,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48
CA-2015-144666,09-11-2015,West,Office Supplies,SAFCO Boltless Steel Shelving,340.92
CA-2015-144666,09-11-2015,West,Furniture,"Sauder Mission Library with Doors, Fruitwood Finish",222.666
CA-2015-144666,09-11-2015,West,Technology,Samsung Galaxy Note 3,703.968
CA-2015-144666,09-11-2015,West,Office Supplies,"Decoflex Hanging Personal Folder File, Blue",92.52
CA-2015-144666,09-11-2015,West,Office Supplies,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65
CA-2015-144666,09-11-2015,West,Office Supplies,Xerox 1912,94.85
CA-2017-103891,12-07-2017,West,Technology,Cisco SPA525G2 IP Phone - Wireless,95.76
CA-2017-152632,27-10-2017,East,Furniture,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2
CA-2017-100790,26-06-2017,East,Office Supplies,Prang Colored Pencils,14.7
CA-2017-100790,26-06-2017,East,Office Supplies,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25
CA-2015-134677,06-10-2015,West,Technology,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09
CA-2015-127691,22-07-2015,East,Office Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96
CA-2015-127691,22-07-2015,East,Technology,Logitech G602 Wireless Gaming Mouse,159.98
CA-2018-140963,10-06-2018,West,Office Supplies,Alphabetical Labels for Top Tab Filing,29.6
CA-2018-140963,10-06-2018,West,Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165
CA-2018-140963,10-06-2018,West,Technology,iHome FM Clock Radio with Lightning Dock,279.96
CA-2015-154627,29-10-2015,Central,Technology,Apple iPhone 5S,2735.952
CA-2015-133753,09-06-2015,Central,Technology,Square Credit Card Reader,7.992
CA-2015-133753,09-06-2015,Central,Technology,Logitech M510 Wireless Mouse,63.984
CA-2015-133753,09-06-2015,Central,Office Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.368
CA-2015-113362,14-09-2015,East,Office Supplies,Fellowes Officeware Wire Shelving,449.15
CA-2015-113362,14-09-2015,East,Office Supplies,Colored Envelopes,11.07
CA-2017-169166,09-05-2017,West,Technology,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98
US-2017-120929,18-03-2017,South,Furniture,Balt Solid Wood Rectangular Table,189.882
CA-2016-134782,27-12-2016,South,Office Supplies,"Strathmore #10 Envelopes, Ultimate White",105.42
CA-2017-126158,25-07-2017,West,Office Supplies,Clear Mylar Reinforcing Strips,119.616
CA-2017-126158,25-07-2017,West,Furniture,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76
CA-2017-126158,25-07-2017,West,Furniture,DMI Arturo Collection Mission-style Design Wood Chair,241.568
CA-2017-126158,25-07-2017,West,Furniture,Deflect-O Glasstique Clear Desk Accessories,69.3
US-2017-105578,30-05-2017,West,Office Supplies,Vinyl Sectional Post Binders,22.62
US-2017-105578,30-05-2017,West,Office Supplies,GBC Standard Therm-A-Bind Covers,14.952
US-2017-105578,30-05-2017,West,Furniture,Global Troy Executive Leather Low-Back Tilter,801.568
US-2017-105578,30-05-2017,West,Office Supplies,Storex Flexible Poly Binders with Double Pockets,2.376
US-2017-105578,30-05-2017,West,Office Supplies,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.792
CA-2018-134978,12-11-2018,East,Office Supplies,"Avery Durable Slant Ring Binders, No Labels",15.92
CA-2016-145352,16-03-2016,South,Office Supplies,Rogers Handheld Barrel Pencil Sharpener,2.74
CA-2016-145352,16-03-2016,South,Office Supplies,Newell 344,8.34
CA-2016-145352,16-03-2016,South,Office Supplies,Personal File Boxes with Fold-Down Carry Handle,46.74
CA-2016-145352,16-03-2016,South,Office Supplies,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95
CA-2018-135307,26-11-2018,Central,Furniture,Executive Impressions Supervisor Wall Clock,126.3
CA-2018-135307,26-11-2018,Central,Technology,SanDisk Cruzer 32 GB USB Flash Drive,38.04
CA-2017-106341,20-10-2017,East,Office Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",7.152
CA-2018-163405,21-12-2018,West,Office Supplies,Newell 327,6.63
CA-2018-163405,21-12-2018,West,Office Supplies,Newell 317,5.88
CA-2018-127432,22-01-2018,West,Technology,Canon Image Class D660 Copier,2999.95
CA-2018-127432,22-01-2018,West,Office Supplies,Advantus Rolling Storage Box,51.45
CA-2018-127432,22-01-2018,West,Office Supplies,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96
CA-2018-127432,22-01-2018,West,Office Supplies,Tennsco Single-Tier Lockers,1126.02
CA-2016-157812,22-03-2016,Central,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392
CA-2016-157812,22-03-2016,Central,Office Supplies,Carina Double Wide Media Storage Towers in Natural & Black,129.568
CA-2016-157812,22-03-2016,Central,Office Supplies,XtraLife ClearVue Slant-D Ring Binders by Cardinal,14.112
CA-2018-145142,23-01-2018,Central,Furniture,Balt Solid Wood Rectangular Table,210.98
US-2017-139486,21-05-2017,West,Technology,Motorola HK250 Universal Bluetooth Headset,55.176
US-2017-139486,21-05-2017,West,Technology,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66.26
CA-2016-158792,26-12-2016,East,Office Supplies,Staples,22.2
CA-2018-113558,21-10-2018,South,Furniture,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952
CA-2018-113558,21-10-2018,South,Furniture,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696
US-2016-138303,03-09-2016,East,Office Supplies,Eldon Gobal File Keepers,36.336
US-2016-138303,03-09-2016,East,Office Supplies,Martin Yale Chadless Opener Electric Letter Opener,666.248
US-2016-138303,03-09-2016,East,Office Supplies,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.512
CA-2016-102848,07-11-2016,West,Furniture,Safco Contoured Stacking Chairs,190.72
US-2018-129441,07-09-2018,West,Furniture,Tenex Chairmats For Use With Carpeted Floors,47.94
CA-2017-168753,29-05-2017,South,Technology,Panasonic KX-TG9471B,979.95
CA-2017-168753,29-05-2017,South,Office Supplies,Presstex Flexible Ring Binders,22.75
CA-2017-126613,10-07-2017,West,Office Supplies,Sterilite Officeware Hinged File Box,16.768
US-2018-122637,03-09-2018,Central,Office Supplies,"Premier Elliptical Ring Binder, Black",42.616
CA-2016-147851,03-12-2016,East,Office Supplies,Cardinal Poly Pocket Divider Pockets for Ring Binders,10.752
CA-2016-134894,07-12-2016,South,Office Supplies,Eureka The Boss Cordless Rechargeable Stick Vac,152.94
CA-2016-134894,07-12-2016,South,Furniture,"Situations Contoured Folding Chairs, 4/Set",283.92
CA-2015-140795,01-02-2015,Central,Technology,Enermax Aurora Lite Keyboard,468.9
CA-2017-136924,14-07-2017,West,Technology,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.864
US-2016-120161,18-12-2016,East,Office Supplies,Fellowes Officeware Wire Shelving,646.776
CA-2015-103849,11-05-2015,Central,Technology,SanDisk Cruzer 64 GB USB Flash Drive,58.112
CA-2015-103849,11-05-2015,Central,Technology,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,100.792
CA-2015-103849,11-05-2015,Central,Furniture,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112
CA-2018-162929,19-11-2018,East,Office Supplies,Avery Printable Repositionable Plastic Tabs,41.28
CA-2018-162929,19-11-2018,East,Office Supplies,Xerox 1898,13.36
CA-2016-113173,15-11-2016,Central,Office Supplies,Home/Office Personal File Carts,250.272
CA-2016-113173,15-11-2016,Central,Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,11.364
CA-2016-113173,15-11-2016,Central,Office Supplies,Staple remover,8.72
CA-2017-136406,15-04-2017,West,Furniture,HON 5400 Series Task Chairs for Big and Tall,1121.568
CA-2018-112774,11-09-2018,South,Furniture,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504
CA-2018-101945,24-11-2018,Central,Office Supplies,Advantus T-Pin Paper Clips,10.824
CA-2018-100650,29-06-2018,West,Office Supplies,Tennsco 16-Compartment Lockers with Coat Rack,1295.78
CA-2015-155852,03-03-2015,South,Office Supplies,Zebra Zazzle Fluorescent Highlighters,19.456
CA-2017-113243,10-06-2017,West,Office Supplies,Avery 473,20.7
CA-2017-113243,10-06-2017,West,Furniture,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1335.68
CA-2017-113243,10-06-2017,West,Office Supplies,Xerox 226,32.4
